A3_energy,A3_entropy,A3_mean,A3_std,A3_max,A3_min,A3_zcr,D3_energy,D3_entropy,D3_mean,D3_std,D3_max,D3_min,D3_zcr,D2_energy,D2_entropy,D2_mean,D2_std,D2_max,D2_min,D2_zcr,D1_energy,D1_entropy,D1_mean,D1_std,D1_max,D1_min,D1_zcr,label,file
134.11919557640428,7.1911525538701655,-0.0014629316001431368,0.6642133875699887,1.7172075951701709,-1.706760985654811,220,24.41736744321296,7.376750465673517,0.0020457133343408937,0.28340095747739036,0.6620973983139739,-0.7143097519066215,239,8.22929247710546,7.752382957822798,-0.0056263500435492185,0.1168803257030218,0.35499594141805935,-0.45633501577212704,207,22.15315069047762,7.628281002631183,-6.710697861347675e-06,0.13615506369427527,0.774596063945168,-0.6701581983209115,755,0,0_george_0.wav
119.58308918376649,7.554402528376903,-8.645919613263871e-05,0.44755633676071166,1.731893312976727,-1.3912978959973779,368,34.18014409817178,7.423173253455248,-0.0005781304249985249,0.23927565371129336,0.9819010005294702,-0.9753239210069133,464,11.78090642453358,7.5080587053602095,-8.31234200174563e-05,0.09962396959773667,0.8026199087843356,-0.5911172683999216,572,5.943526784143131,8.458164490050159,-6.1783560940900356e-06,0.05010983581969269,0.4645193096767345,-0.5604168182863903,1361,0,0_george_1.wav
121.29392403697949,7.32861175822301,-0.00036004729261379415,0.40215059668643177,1.5910669745632282,-1.4773760184178397,462,41.900866309734035,7.173959343456283,4.905933457083537e-05,0.23636374370764596,1.1262415896054125,-1.1531905024815012,558,11.83257865057819,7.460750933160173,0.0009976533095859422,0.08898916068292086,0.5390961365465392,-0.5142745313010457,665,13.786317817666504,7.974113997042625,1.6471295355656296e-05,0.06799395613808332,0.567575378297925,-0.5265889025901811,1748,0,0_george_10.wav
124.66607742664178,7.211414393180356,0.00033725915123145283,0.5188998679156489,1.7959648275192697,-1.5890558235467744,303,44.728946774626166,7.250927530772186,-0.000542608542075007,0.3108158652087171,1.1408683779408046,-1.172836389624021,391,19.958460111182482,7.587521268530438,0.009964570737489202,0.14695130387899819,0.6109450419558089,-0.6498406362925108,413,25.09781569400704,7.783871865225445,-1.1499648045390074e-05,0.11698179879554478,0.7484589970903082,-0.799177031474429,1104,0,0_george_11.wav
133.78814382039124,7.468181721209698,0.0003985470374917459,0.5111798211583284,1.8920173933897628,-1.842852758997359,304,47.32917856760238,7.303814384150877,0.0013498965394328785,0.30403614862246436,1.053022623847032,-1.0410702276291053,421,32.90652583164377,7.600202107344226,0.0005088026105045906,0.17987831173061886,0.8805816348526321,-0.7953612750839335,428,26.901614818447037,8.128517095011325,-4.1438027047883315e-06,0.1151741987041885,0.735440506924362,-0.6721572476305017,1275,0,0_george_12.wav
146.5063962681758,7.603023323073997,-0.0006411010427202828,0.516584993762209,1.7108895519296705,-1.4948761215197466,354,52.91754465842174,7.669202546284412,-0.00016261024957852754,0.3104656885902629,0.9257466973386544,-0.9138869094617785,458,27.484697905167863,8.132140745960454,-0.02898149534280836,0.15597823631356242,0.5684955508104481,-0.5648866577049482,459,21.206131519017962,8.332426457598906,-1.2088694742368222e-05,0.09867378427330985,0.7432119455027565,-0.5635053315262043,1454,0,0_george_13.wav
214.44349481422165,7.764002792650762,1.5956946928964444e-05,0.6278515752204598,1.8672382054315058,-1.5780418423531415,342,46.902072219230675,7.460908700544069,0.00022384435468153017,0.29362730529422754,1.0640513177773483,-0.9786897697439455,399,24.531173821052462,8.281457024609894,0.00041815456545714184,0.15064150460303127,0.54545534052091,-0.49674465029736986,458,27.226711124011036,8.449597884946233,2.70561238531913e-05,0.11240197491985235,0.7765906997891889,-0.6339623522378736,1436,0,0_george_14.wav
149.9773198272765,7.451231146946491,-0.0025214191789933852,0.5324515414656751,1.6034779488438613,-1.8799913939183477,331,54.43605335143272,6.966311767335746,0.0006212409864027178,0.32078545259320357,1.3213663195468002,-1.2932361292042973,416,14.852506354347705,7.828607725419306,-0.001084200654160549,0.11887224155702965,0.468325961869298,-0.507077257587455,433,13.734107905530223,8.05378420599509,-9.963317852908437e-06,0.08094771336121194,0.5472712728349354,-0.49993171950461573,1336,0,0_george_15.wav
178.82085043237961,7.604238712913961,-1.5698529583956333e-05,0.5298334359212206,1.9583536839528428,-1.581637829604786,366,52.46828755081752,7.652224793663746,0.004862646895033021,0.2869567093101431,0.8954998900159338,-0.9285643597121314,496,11.599655131771456,8.145739833899711,0.003048644388559226,0.09559654163996215,0.46190720196866897,-0.3535270677452348,578,18.864843292713296,8.071224982996085,-1.192370435834811e-05,0.08635079419042246,0.5809888232545598,-0.7063408861710776,1536,0,0_george_16.wav
154.60150931998066,7.505585478560368,-8.663091568980258e-05,0.5118949589218749,1.802617059845668,-1.9740495053364144,352,42.67128387456383,7.309499443633785,-0.0007754688187596566,0.26893049028512733,1.0757813279517234,-1.1218066889667742,480,7.601327951871661,8.073327319199228,0.006563945754299818,0.0802319144692507,0.3191303352599986,-0.34005756069165755,533,5.293160063847157,8.328049528833057,-1.276759865531116e-05,0.04756084579050001,0.3345146124344559,-0.3410793956647033,1517,0,0_george_17.wav
205.74184499531037,7.6869183737416655,-0.0005184635531857714,0.5409827946478031,1.9389972517422542,-1.9387338770418532,388,53.87403471820676,7.318812559793315,0.000339684139579667,0.27682911316921127,1.0413062036720562,-1.196694485619301,535,13.56067664022369,8.165987339321331,-0.001740708237676401,0.09840308701962082,0.44452969990014246,-0.5290523713705858,604,11.214177006753305,8.46487533853953,5.533793552696066e-06,0.06335348368073918,0.4857315714012483,-0.466916364778297,1890,0,0_george_18.wav
124.84132741701126,7.513782791347867,-0.0009641060747327088,0.4704773552534003,1.824637323033556,-1.7639028075143581,346,45.04308713093521,7.094094149908191,-0.0007221889112481094,0.2826006159015851,1.0632408633966242,-1.078443604513473,453,13.205271900172578,8.014571560085912,0.0016362662319889232,0.1085229293799916,0.4807999363478875,-0.5132841988633996,453,9.232975379601934,8.583923343332438,1.0596930639765902e-05,0.06425914359149215,0.3820618053967494,-0.43883377340028507,1520,0,0_george_19.wav
254.9936749688554,7.756622439869594,-4.118120277078818e-05,0.6159990842279452,2.0726400504366347,-1.8673629812800037,429,69.82925872216646,7.505150685408293,-0.00020523707954896842,0.32235468859924693,1.300202559862312,-1.2079608767632288,519,15.426419953150244,8.260808907038236,-0.012330333043337244,0.10666501176784116,0.4876528974427536,-0.49077593865958347,598,14.513678960806498,8.54271553405638,4.823992074766785e-06,0.07374192463919604,0.5833863349921776,-0.5035562348021988,1601,0,0_george_2.wav
101.87175686675194,7.093113473813063,-0.000655281854494283,0.430764815511707,1.6922182298413875,-1.8749639840724694,319,32.51291539292843,6.588506321377549,0.001329563568079606,0.24335221464309542,1.2263014785272475,-1.128110440094975,425,5.692642062802813,7.480858410550351,-0.005517915105388009,0.07199024097017309,0.44103411503486245,-0.547161806454229,469,5.103308630292451,8.686446526652025,-1.4070718307935563e-05,0.048416867077324476,0.3396983940333068,-0.3048734578292354,1268,0,0_george_20.wav
87.70016471864407,7.31161476401361,8.250985036068675e-05,0.40374676689351324,1.2491678875872143,-1.5664003907012716,352,34.66330860411887,6.970483403844866,-0.0008198995462911013,0.25382921307067396,1.0994587873615111,-0.923359974826209,446,10.099357248301924,7.75789141104141,-0.00014291454246883746,0.09715261812921247,0.5494313637298912,-0.3835615753353859,468,11.91183045010049,7.946140568762457,4.5215029292605115e-06,0.07472980053433365,0.5139267798281184,-0.5150993346273235,1279,0,0_george_21.wav
81.09317700115747,7.336899405074423,0.00011742678295331317,0.4023215318073045,1.4433020722156102,-1.5606605644932345,320,37.541210674501755,6.910907067979706,-0.0002649318719094817,0.273737987951314,1.0922378637446084,-1.1374431831132528,422,20.747003658688662,7.599226692417833,0.0028139735845796867,0.14429971071068728,0.8103506740825982,-0.5660514843863567,425,28.27397367570095,7.862230934913998,1.0039786344291173e-05,0.1193474564159468,0.8773605089407804,-0.7702994416953379,1196,0,0_george_22.wav
168.80957217077756,7.193722085756226,6.111432547127076e-05,0.5787396855132804,1.7891425704699238,-2.1234878071669296,325,31.589570811485935,7.474160911335287,0.0006906378556211243,0.25035423480223334,0.878675323887254,-0.7595748815019355,391,6.049472285891852,7.8954234169315,0.0028398621253246208,0.0776876054473554,0.4234366681406533,-0.34283497023135967,446,8.961696032430039,8.350334436394517,-9.811283293619464e-06,0.06702296707460138,0.3774139955965314,-0.3604442594177856,1094,0,0_george_23.wav
78.76424215100354,6.965577096726973,-0.0006017902419314414,0.399301169018175,1.5910312637781467,-1.358347536963784,304,11.877581968025353,7.354320564919186,0.00030269296748784615,0.15505997733570948,0.4581981086392389,-0.46649792570730225,375,7.9671136005672984,7.875493381755362,-8.47498920614856e-05,0.09007298775733197,0.34447890228184913,-0.3959092589535474,426,29.737140705727377,7.698589234380246,-2.319092958173126e-06,0.12326909029840177,0.9383136742929964,-0.8167981145468673,1062,0,0_george_24.wav
60.51585902627758,7.013895460402653,-0.0001363809735372847,0.3599781409619445,1.3813307059525615,-1.3418578852855743,317,14.739316020412385,7.127506050239113,-0.0017830866789518259,0.1776471928919592,0.5436875392488433,-0.7615378487702585,365,10.414674053672037,7.588830993638364,0.007810203070509455,0.10570627379619729,0.4602361176699868,-0.4377815858502492,396,20.85427173993631,7.563343847611668,-1.6208635117311175e-05,0.1062585930910106,0.893593559032605,-0.9046135879232561,974,0,0_george_25.wav
